song_name,name,song_id,cluster
Love So Soft,Kelly Clarkson,16QN8cBubEq706vNtPpOME,1
Just To See You Smile,Tim McGraw,28efjJXBm1CuCmqle5HK2w,1
Fire Burning,Sean Kingston,2oENJa1T33GJ0w8dC167G4,1
Every Breath You Take,The Police,16fzReMJmcLlBccnZCTZNS,2
Shout,The Isley Brothers,7lX0IsKQ5ubVvowy0sGLBP,6
If I Die Young,The Band Perry,4u26EevCNXMhlvE1xFBJwX,1
Eenie Meenie,Sean Kingston,4vVTI94F9uJ8lHNDWKv0i2,1
Eenie Meenie,Justin Bieber,4vVTI94F9uJ8lHNDWKv0i2,1
Boom Boom Pow,Black Eyed Peas,3oDFtOhcN08qeDPAK6MEQG,1
Waiting On the World to Change,John Mayer,5xP3GDhXolpbFplyOOmgQI,6
Send Me on My Way,Rusted Root,6hs3SDnbO3f6VQuPO4KBEb,1
Halo,Beyoncé,4JehYebiI9JE8sR8MisGVb,4
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,2y5aJvzXhHPA94U5GFAcXe,1
I Don’t Wanna Live Forever (Fifty Shades Darker),Taylor Swift,2y5aJvzXhHPA94U5GFAcXe,1
The A Team,Ed Sheeran,1XpYodsD36XN7ygcdF7mJJ,2
Classic,MKTO,6FE2iI43OZnszFLuLtvvmg,1
We Are Young (feat. Janelle Monáe),fun.,7a86XRg84qjasly9f6bPSD,6
We Are Young (feat. Janelle Monáe),Janelle Monáe,7a86XRg84qjasly9f6bPSD,6
Glad You Came,The Wanted,3AGOgQzp0YcPH41u9p7dOp,4
Titanium (feat. Sia),David Guetta,77TT8Xvx637TpzV8kKGkUw,4
Titanium (feat. Sia),Sia,77TT8Xvx637TpzV8kKGkUw,4
Live Your Life - Radio Edit,Headhunterz,1Pofof4ZYVI6GDM0IFGvBk,4
Live Your Life - Radio Edit,Crystal Lake,1Pofof4ZYVI6GDM0IFGvBk,4
rockstar,Post Malone,29VZKgZvAjFRxxBnctjqOn,4
rockstar,21 Savage,29VZKgZvAjFRxxBnctjqOn,4
Nothin' on You (feat. Bruno Mars),B.o.B,59dLtGBS26x7kc0rHbaPrq,1
Nothin' on You (feat. Bruno Mars),Bruno Mars,59dLtGBS26x7kc0rHbaPrq,1
Stay With Me,Sam Smith,7IHOIqZUUInxjVkko181PB,2
Beauty And A Beat,Justin Bieber,190jyVPHYjAqEaOGmMzdyk,1
Beauty And A Beat,Nicki Minaj,190jyVPHYjAqEaOGmMzdyk,1
Feel This Moment (feat. Christina Aguilera),Pitbull,0Hf4aIJpsN4Os2f0y0VqWl,1
Feel This Moment (feat. Christina Aguilera),Christina Aguilera,0Hf4aIJpsN4Os2f0y0VqWl,1
Just Give Me a Reason (feat. Nate Ruess),P!nk,4VC5nFbYO4avKksJ9jN4pY,1
Just Give Me a Reason (feat. Nate Ruess),Nate Ruess,4VC5nFbYO4avKksJ9jN4pY,1
Empire State of Mind (Part II) Broken Down,Alicia Keys,5sra5UY6sD658OabHL3QtI,2
A Thousand Miles,Vanessa Carlton,4w1lzcaoZ1IC2K5TwjalRP,1
Drift Away,Dobie Gray,3DEUviTtgRz6r3MdrUx0OL,2
Summer Of '69,Bryan Adams,0GONea6G2XdnHWjNZd6zt3,1
Jessie's Girl,Rick Springfield,0TF3F5Lw5apoD1zvR8LikO,1
Take It All Back 2.0,Judah & the Lion,2w7O4XCRoIJrwF1NqKL9TM,6
Chasing Cars,Snow Patrol,11bD1JtSjlIgKgZG2134DZ,6
Not Over You,Gavin DeGraw,6j7hih15xG2cdYwIJnQXsq,1
How to Save a Life,The Fray,5fVZC9GiM4e8vu99W0Xf6J,1
Hey There Delilah,Plain White T's,4RCWB3V8V0dignt99LZ8vH,2
She Will Be Loved,Maroon 5,5s5t0OFg9lIlBFaCI14K1i,6
Keep Your Head Up,Andy Grammer,7MapZTlRqFfUteNcghsTwf,1
Safe And Sound,Capital Cities,2Oj5BXOY01EDuJhVYNlEoq,1
Manic Monday,The Bangles,5KYoPa5akZxiCn38xelbqI,1
Apologize,OneRepublic,1NrJYpdAi7uosDRPmSYrsG,1
Africa,TOTO,2374M0fQpWi3dLnB54qaLX,2
Say Hey (I Love You),Michael Franti & Spearhead,0nnxf8p851ZR49KFnGWVsB,4
Say Hey (I Love You),Cherine Tanya Anderson,0nnxf8p851ZR49KFnGWVsB,4
What Lovers Do (feat. SZA),Maroon 5,4nYsmWkuTaowTMy4gskmBw,4
What Lovers Do (feat. SZA),SZA,4nYsmWkuTaowTMy4gskmBw,4
Paris,The Chainsmokers,15vzANxN8G9wWfwAJLLMCg,1
Love Me Now,John Legend,6hdkw1wzhIRYPlYDUtCY5m,1
Love Me Harder,Ariana Grande,5J4ZkQpzMUFojo1CtAZYpn,4
Love Me Harder,The Weeknd,5J4ZkQpzMUFojo1CtAZYpn,4
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,2l8w0zZVn4AZNuzrht7MRT,1
As Long As You Love Me,Justin Bieber,0pwYLVXVknPSGUQb39cePC,4
As Long As You Love Me,Big Sean,0pwYLVXVknPSGUQb39cePC,4
Drag Me Down,One Direction,2K87XMYnUMqLcX3zvtAF4G,4
Friends (with BloodPop®),Justin Bieber,7iNIg7XDEaYECfWD5dJ9Va,1
Friends (with BloodPop®),BloodPop®,7iNIg7XDEaYECfWD5dJ9Va,1
Love Yourself,Justin Bieber,50kpGaPAhYJ3sGmk6vplg0,7
Sorry,Justin Bieber,09CtPGIpYB4BrO8qb1RGsF,4
Purpose,Justin Bieber,2IjyFRCRn8x1bEquOM3vxg,2
Get Used To It,Justin Bieber,4AMnUGvZUVJgDuY7rOPzUZ,4
Heartbreaker,Justin Bieber,2GCKWEsbb0Xo1oodTOKVi1,4
Somebody To Love,Justin Bieber,3rLIv187BhjyweFe89SgLn,1
Home To Mama,Justin Bieber,1qXDjWPzxa02VClFJmu6nx,2
Home To Mama,Cody Simpson,1qXDjWPzxa02VClFJmu6nx,2
2U,David Guetta,762UXiwEHYY97VL45sAUPR,4
2U,Justin Bieber,762UXiwEHYY97VL45sAUPR,4
Despacito (Featuring Daddy Yankee),Luis Fonsi,7CUYHcu0RnbOnMz4RuN07w,1
Despacito (Featuring Daddy Yankee),Daddy Yankee,7CUYHcu0RnbOnMz4RuN07w,1
Boyfriend,Justin Bieber,0171XsIM2xyeXRr6wsugEI,4
Company,Justin Bieber,61uyGDPJ06MkxJtHgPmuyO,4
Where Are Ü Now,Skrillex,0n8ob8S72lvznoVfiwz4qL,6
Where Are Ü Now,Diplo,0n8ob8S72lvznoVfiwz4qL,6
Where Are Ü Now,Justin Bieber,0n8ob8S72lvznoVfiwz4qL,6
Purpose,Justin Bieber,3jHCXrZNz8fQEEf4BpWCAj,2
The Feeling,Justin Bieber,7vldwy3gdhmPRKWSCi8H61,4
The Feeling,Halsey,7vldwy3gdhmPRKWSCi8H61,4
Cold Water (feat. Justin Bieber & MØ),Major Lazer,6DNtNfH8hXkqOX1sjqmI7p,4
Cold Water (feat. Justin Bieber & MØ),Justin Bieber,6DNtNfH8hXkqOX1sjqmI7p,4
Cold Water (feat. Justin Bieber & MØ),MØ,6DNtNfH8hXkqOX1sjqmI7p,4
No Pressure,Justin Bieber,10SDxx0CFWGqgVVBeX22TP,0
No Pressure,Big Sean,10SDxx0CFWGqgVVBeX22TP,0
Never Say Never,Justin Bieber,5GYbkDveRD2I8M5ZJ14hWn,1
Never Say Never,Jaden,5GYbkDveRD2I8M5ZJ14hWn,1
Life Is Worth Living,Justin Bieber,4yWCzA44dQyp0SoeM81bUb,2
Whatcha Say,Jason Derulo,67T6l4q3zVjC5nZZPXByU8,1
Hot N Cold,Katy Perry,1TEjSXPdAakDotj2Wji3PU,1
Fireflies,Owl City,3DamFFqW32WihKkTVlwTYQ,6
Break Your Heart,Taio Cruz,1CdqVF1ywD0ZO1zXtB9yWa,1
Break Your Heart,Ludacris,1CdqVF1ywD0ZO1zXtB9yWa,1
Beautiful Girls,Sean Kingston,1hGy2eLcmC8eKx7qr1tOqx,4
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0qOnSQQF0yzuPWsXrQ9paz,1
Stereo Hearts (feat. Adam Levine),Adam Levine,0qOnSQQF0yzuPWsXrQ9paz,1
Mark My Words,Justin Bieber,2SnNaoNhMjC1WRMTWD8qTX,2
Payphone - Edit,Maroon 5,5cy3CNTBZbX8vZUIsu4p7K,1
Payphone - Edit,Wiz Khalifa,5cy3CNTBZbX8vZUIsu4p7K,1
Teenage Dream,Katy Perry,5jzKL4BDMClWqRguW5qZvh,1
The Climb,Miley Cyrus,0V8FYVlBFuXXTIvRnMbZyS,6
Like A G6,Far East Movement,5AyL2kgLtTWEu3qO3B9SqK,7
Like A G6,The Cataracs,5AyL2kgLtTWEu3qO3B9SqK,7
Like A G6,DEV,5AyL2kgLtTWEu3qO3B9SqK,7
In My Head,Jason Derulo,5BoIP8Eha5hwmRVURkC2Us,4
Tainted Love,Soft Cell,44hOGg1uFg1XJZGZYNwYmM,2
Problem,Ariana Grande,3cySlItpiPiIAzU3NyHCJf,4
Problem,Iggy Azalea,3cySlItpiPiIAzU3NyHCJf,4
Dangerous Woman,Ariana Grande,6T506SFlFUVVNvnmCiVZR0,0
Start of Something New,Troy,0RPtk7brObnK3uzTbixenA,1
